ID,OrderID,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice
103,1003,Cus1483,Hat,East,2031-07-31,7,15
104,1004,Cus1279,Socks,West,2031-08-31,3,5
105,1005,Cus1082,Jacket,North,2031-09-30,2,60
106,1006,Cus1408,Gloves,South,2031-10-31,8,25
107,1007,Cus1136,Shirt,East,2031-11-30,12,40
108,1008,Cus1133,Shoes,West,2031-12-31,4,15
109,1009,Cus1306,Hat,North,2032-01-31,7,10
110,1010,Cus1486,Socks,South,2032-02-29,9,30
111,1011,Cus1422,Jacket,East,2032-03-31,6,35
112,1012,Cus1318,Gloves,West,2032-04-30,5,20
113,1013,Cus1184,Shirt,North,2032-05-31,8,50
114,1014,Cus1240,Shoes,South,2032-06-30,10,60
115,1015,Cus1118,Hat,East,2032-07-31,11,10
116,1016,Cus1472,Socks,West,2032-08-31,4,20
117,1017,Cus1134,Jacket,North,2032-09-30,3,30
118,1018,Cus1251,Gloves,South,2032-10-31,12,25
119,1019,Cus1345,Shoes,East,2032-11-30,5,15
120,1020,Cus1150,Hat,West,2032-12-31,7,50
121,1001,Cus1283,Shirt,North,2033-01-31,5,20
122,1002,Cus1044,Shoes,South,2033-02-28,10,50
123,1003,Cus1345,Hat,East,2033-03-31,7,15
124,1004,Cus1425,Socks,West,2033-04-30,3,5
125,1005,Cus1215,Jacket,North,2033-05-31,2,60
126,1006,Cus1193,Gloves,South,2033-06-30,8,25
127,1007,Cus1332,Shirt,East,2033-07-31,12,40
128,1008,Cus1361,Shoes,West,2033-08-31,4,15
129,1009,Cus1088,Hat,North,2033-09-30,7,10
130,1010,Cus1186,Socks,South,2033-10-31,9,30
131,1011,Cus1148,Jacket,East,2033-11-30,6,35
132,1012,Cus1343,Gloves,West,2033-12-31,5,20
133,1013,Cus1316,Shirt,North,2034-01-31,8,50
134,1014,Cus1114,Shoes,South,2034-02-28,10,60
135,1015,Cus1293,Hat,East,2034-03-31,11,10
136,1016,Cus1211,Socks,West,2034-04-30,4,20
137,1017,Cus1060,Jacket,North,2034-05-31,3,30
138,1018,Cus1388,Gloves,South,2034-06-30,12,25
139,1019,Cus1141,Shoes,East,2034-07-31,5,15
140,1020,Cus1035,Hat,West,2034-08-31,7,50
141,1001,Cus1188,Shirt,North,2034-09-30,5,20
142,1002,Cus1036,Shoes,South,2034-10-31,10,50
143,1003,Cus1031,Hat,East,2034-11-30,7,15
144,1004,Cus1369,Socks,West,2034-12-31,3,5
145,1005,Cus1128,Jacket,North,2035-01-31,2,60
146,1006,Cus1450,Gloves,South,2035-02-28,8,25
147,1007,Cus1111,Shirt,East,2035-03-31,12,40
148,1008,Cus1402,Shoes,West,2035-04-30,4,15
149,1009,Cus1063,Hat,North,2035-05-31,7,10
150,1010,Cus1367,Socks,South,2035-06-30,9,30
151,1011,Cus1198,Jacket,East,2035-07-31,6,35
152,1012,Cus1301,Gloves,West,2035-08-31,5,20
153,1013,Cus1128,Shirt,North,2035-09-30,8,50
154,1014,Cus1257,Shoes,South,2035-10-31,10,60
155,1015,Cus1373,Hat,East,2035-11-30,11,10
156,1016,Cus1273,Socks,West,2035-12-31,4,20
157,1017,Cus1099,Jacket,North,2036-01-31,3,30
158,1018,Cus1275,Gloves,South,2036-02-29,12,25
159,1019,Cus1318,Shoes,East,2036-03-31,5,15
160,1020,Cus1108,Hat,West,2036-04-30,7,50
161,1001,Cus1084,Shirt,North,2036-05-31,5,20
162,1002,Cus1113,Shoes,South,2036-06-30,10,50
163,1003,Cus1064,Hat,East,2036-07-31,7,15
164,1004,Cus1254,Socks,West,2036-08-31,3,5
165,1005,Cus1399,Jacket,North,2036-09-30,2,60
166,1006,Cus1210,Gloves,South,2036-10-31,8,25
167,1007,Cus1267,Shirt,East,2036-11-30,12,40
168,1008,Cus1231,Shoes,West,2036-12-31,4,15
169,1009,Cus1410,Hat,North,2037-01-31,7,10
170,1010,Cus1433,Socks,South,2037-02-28,9,30
171,1011,Cus1056,Jacket,East,2037-03-31,6,35
172,1012,Cus1203,Gloves,West,2037-04-30,5,20
173,1013,Cus1387,Shirt,North,2037-05-31,8,50
174,1014,Cus1484,Shoes,South,2037-06-30,10,60
175,1015,Cus1423,Hat,East,2037-07-31,11,10
176,1016,Cus1135,Socks,West,2037-08-31,4,20
177,1017,Cus1123,Jacket,North,2037-09-30,3,30
178,1018,Cus1179,Gloves,South,2037-10-31,12,25
179,1019,Cus1296,Shoes,East,2037-11-30,5,15
180,1020,Cus1444,Hat,West,2037-12-31,7,50
181,1001,Cus1066,Shirt,North,2038-01-31,5,20
182,1002,Cus1096,Shoes,South,2038-02-28,10,50
183,1003,Cus1252,Hat,East,2038-03-31,7,15
184,1004,Cus1071,Socks,West,2038-04-30,3,5
185,1005,Cus1181,Jacket,North,2038-05-31,2,60
186,1006,Cus1428,Gloves,South,2038-06-30,8,25
187,1007,Cus1177,Shirt,East,2038-07-31,12,40
188,1008,Cus1035,Shoes,West,2038-08-31,4,15
189,1009,Cus1406,Hat,North,2038-09-30,7,10
190,1010,Cus1120,Socks,South,2038-10-31,9,30
191,1011,Cus1092,Jacket,East,2038-11-30,6,35
192,1012,Cus1374,Gloves,West,2038-12-31,5,20
193,1013,Cus1384,Shirt,North,2039-01-31,8,50
194,1014,Cus1046,Shoes,South,2039-02-28,10,60
195,1015,Cus1308,Hat,East,2039-03-31,11,10
196,1016,Cus1105,Socks,West,2039-04-30,4,20
197,1017,Cus1493,Jacket,North,2039-05-31,3,30
198,1018,Cus1372,Gloves,South,2039-06-30,12,25
199,1019,Cus1233,Shoes,East,2039-07-31,5,15
200,1020,Cus1322,Hat,West,2039-08-31,7,50
201,1001,Cus1371,Shirt,North,2039-09-30,5,20
202,1002,Cus1402,Shoes,South,2039-10-31,10,50
203,1003,Cus1207,Hat,East,2039-11-30,7,15
204,1004,Cus1280,Socks,West,2039-12-31,3,5
205,1005,Cus1041,Jacket,North,2040-01-31,2,60
206,1006,Cus1325,Gloves,South,2040-02-29,8,25
207,1007,Cus1069,Shirt,East,2040-03-31,12,40
208,1008,Cus1227,Shoes,West,2040-04-30,4,15
209,1009,Cus1487,Hat,North,2040-05-31,7,10
210,1010,Cus1272,Socks,South,2040-06-30,9,30
211,1011,Cus1238,Jacket,East,2040-07-31,6,35
212,1012,Cus1105,Gloves,West,2040-08-31,5,20
213,1013,Cus1493,Shirt,North,2040-09-30,8,50
214,1014,Cus1441,Shoes,South,2040-10-31,10,60
215,1015,Cus1022,Hat,East,2040-11-30,11,10
216,1016,Cus1132,Socks,West,2040-12-31,4,20
217,1017,Cus1071,Jacket,North,2041-01-31,3,30
218,1018,Cus1457,Gloves,South,2041-02-28,12,25
219,1019,Cus1101,Shoes,East,2041-03-31,5,15
220,1020,Cus1021,Hat,West,2041-04-30,7,50
221,1001,Cus1083,Shirt,North,2041-05-31,5,20
222,1002,Cus1231,Shoes,South,2041-06-30,10,50
223,1003,Cus1027,Hat,East,2041-07-31,7,15
224,1004,Cus1465,Socks,West,2041-08-31,3,5
225,1005,Cus1098,Jacket,North,2041-09-30,2,60
226,1006,Cus1119,Gloves,South,2041-10-31,8,25
227,1007,Cus1496,Shirt,East,2041-11-30,12,40
228,1008,Cus1173,Shoes,West,2041-12-31,4,15
229,1009,Cus1206,Hat,North,2042-01-31,7,10
230,1010,Cus1282,Socks,South,2042-02-28,9,30
231,1011,Cus1266,Jacket,East,2042-03-31,6,35
232,1012,Cus1261,Gloves,West,2042-04-30,5,20
233,1013,Cus1345,Shirt,North,2042-05-31,8,50
234,1014,Cus1419,Shoes,South,2042-06-30,10,60
235,1015,Cus1347,Hat,East,2042-07-31,11,10
236,1016,Cus1279,Socks,West,2042-08-31,4,20
237,1017,Cus1097,Jacket,North,2042-09-30,3,30
238,1018,Cus1346,Gloves,South,2042-10-31,12,25
239,1019,Cus1084,Shoes,East,2042-11-30,5,15
240,1020,Cus1265,Hat,West,2042-12-31,7,50
241,1001,Cus1459,Shirt,North,2043-01-31,5,20
242,1002,Cus1493,Shoes,South,2043-02-28,10,50
243,1003,Cus1093,Hat,East,2043-03-31,7,15
244,1004,Cus1145,Socks,West,2043-04-30,3,5
245,1005,Cus1016,Jacket,North,2043-05-31,2,60
246,1006,Cus1347,Gloves,South,2043-06-30,8,25
247,1007,Cus1405,Shirt,East,2043-07-31,12,40
248,1008,Cus1413,Shoes,West,2043-08-31,4,15
249,1009,Cus1032,Hat,North,2043-09-30,7,10
250,1010,Cus1208,Socks,South,2043-10-31,9,30
251,1011,Cus1226,Jacket,East,2043-11-30,6,35
252,1012,Cus1472,Gloves,West,2043-12-31,5,20
253,1013,Cus1482,Shirt,North,2044-01-31,8,50
254,1014,Cus1480,Shoes,South,2044-02-29,10,60
255,1015,Cus1367,Hat,East,2044-03-31,11,10
256,1016,Cus1127,Socks,West,2044-04-30,4,20
257,1017,Cus1344,Jacket,North,2044-05-31,3,30
258,1018,Cus1456,Gloves,South,2044-06-30,12,25
259,1019,Cus1213,Shoes,East,2044-07-31,5,15
260,1020,Cus1242,Hat,West,2044-08-31,7,50
261,1001,Cus1058,Shirt,North,2044-09-30,5,20
262,1002,Cus1013,Shoes,South,2044-10-31,10,50
263,1003,Cus1008,Hat,East,2044-11-30,7,15
264,1004,Cus1091,Socks,West,2044-12-31,3,5
265,1005,Cus1270,Jacket,North,2045-01-31,2,60
266,1006,Cus1013,Gloves,South,2045-02-28,8,25
267,1007,Cus1283,Shirt,East,2045-03-31,12,40
268,1008,Cus1017,Shoes,West,2045-04-30,4,15
269,1009,Cus1280,Hat,North,2045-05-31,7,10
270,1010,Cus1319,Socks,South,2045-06-30,9,30
271,1011,Cus1367,Jacket,East,2045-07-31,6,35
272,1012,Cus1137,Gloves,West,2045-08-31,5,20
273,1013,Cus1178,Shirt,North,2045-09-30,8,50
274,1014,Cus1084,Shoes,South,2045-10-31,10,60
275,1015,Cus1190,Hat,East,2045-11-30,11,10
276,1016,Cus1395,Socks,West,2045-12-31,4,20
277,1017,Cus1152,Jacket,North,2046-01-31,3,30
278,1018,Cus1207,Gloves,South,2046-02-28,12,25
279,1019,Cus1033,Shoes,East,2046-03-31,5,15
280,1020,Cus1188,Hat,West,2046-04-30,7,50
281,1001,Cus1314,Shirt,North,2046-05-31,5,20
282,1002,Cus1440,Shoes,South,2046-06-30,10,50
283,1003,Cus1239,Hat,East,2046-07-31,7,15
284,1004,Cus1353,Socks,West,2046-08-31,3,5
285,1005,Cus1291,Jacket,North,2046-09-30,2,60
286,1006,Cus1096,Gloves,South,2046-10-31,8,25
287,1007,Cus1291,Shirt,East,2046-11-30,12,40
288,1008,Cus1347,Shoes,West,2046-12-31,4,15
289,1009,Cus1047,Hat,North,2047-01-31,7,10
290,1010,Cus1173,Socks,South,2047-02-28,9,30
291,1011,Cus1042,Jacket,East,2047-03-31,6,35
292,1012,Cus1106,Gloves,West,2047-04-30,5,20
293,1013,Cus1313,Shirt,North,2047-05-31,8,50
294,1014,Cus1241,Shoes,South,2047-06-30,10,60
295,1015,Cus1044,Hat,East,2047-07-31,11,10
296,1016,Cus1404,Socks,West,2047-08-31,4,20
297,1017,Cus1379,Jacket,North,2047-09-30,3,30
298,1018,Cus1344,Gloves,South,2047-10-31,12,25
299,1019,Cus1320,Shoes,East,2047-11-30,5,15
300,1020,Cus1119,Hat,West,2047-12-31,7,50
301,1001,Cus1180,Shirt,North,2048-01-31,5,20
302,1002,Cus1103,Shoes,South,2048-02-29,10,50
303,1003,Cus1162,Hat,East,2048-03-31,7,15
304,1004,Cus1489,Socks,West,2048-04-30,3,5
305,1005,Cus1141,Jacket,North,2048-05-31,2,60
306,1006,Cus1374,Gloves,South,2048-06-30,8,25
307,1007,Cus1006,Shirt,East,2048-07-31,12,40
308,1008,Cus1204,Shoes,West,2048-08-31,4,15
309,1009,Cus1183,Hat,North,2048-09-30,7,10
310,1010,Cus1041,Socks,South,2048-10-31,9,30
311,1011,Cus1489,Jacket,East,2048-11-30,6,35
312,1012,Cus1328,Gloves,West,2048-12-31,5,20
313,1013,Cus1500,Shirt,North,2049-01-31,8,50
314,1014,Cus1285,Shoes,South,2049-02-28,10,60
315,1015,Cus1154,Hat,East,2049-03-31,11,10
316,1016,Cus1298,Socks,West,2049-04-30,4,20
317,1017,Cus1418,Jacket,North,2049-05-31,3,30
318,1018,Cus1109,Gloves,South,2049-06-30,12,25
319,1019,Cus1333,Shoes,East,2049-07-31,5,15
320,1020,Cus1126,Hat,West,2049-08-31,7,50
321,1001,Cus1135,Shirt,North,2049-09-30,5,20
322,1002,Cus1179,Shoes,South,2049-10-31,10,50
323,1003,Cus1235,Hat,East,2049-11-30,7,15
324,1004,Cus1255,Socks,West,2049-12-31,3,5
325,1005,Cus1442,Jacket,North,2050-01-31,2,60
326,1006,Cus1293,Gloves,South,2050-02-28,8,25
327,1007,Cus1161,Shirt,East,2050-03-31,12,40
328,1008,Cus1173,Shoes,West,2050-04-30,4,15
329,1009,Cus1170,Hat,North,2050-05-31,7,10
330,1010,Cus1403,Socks,South,2050-06-30,9,30
331,1011,Cus1452,Jacket,East,2050-07-31,6,35
332,1012,Cus1159,Gloves,West,2050-08-31,5,20
333,1013,Cus1483,Shirt,North,2050-09-30,8,50
334,1014,Cus1146,Shoes,South,2050-10-31,10,60
335,1015,Cus1024,Hat,East,2050-11-30,11,10
336,1016,Cus1325,Socks,West,2050-12-31,4,20
337,1017,Cus1426,Jacket,North,2051-01-31,3,30
338,1018,Cus1230,Gloves,South,2051-02-28,12,25
339,1019,Cus1249,Shoes,East,2051-03-31,5,15
340,1020,Cus1120,Hat,West,2051-04-30,7,50
341,1001,Cus1180,Shirt,North,2051-05-31,5,20
342,1002,Cus1174,Shoes,South,2051-06-30,10,50
343,1003,Cus1069,Hat,East,2051-07-31,7,15
344,1004,Cus1113,Socks,West,2051-08-31,3,5
345,1005,Cus1091,Jacket,North,2051-09-30,2,60
346,1006,Cus1362,Gloves,South,2051-10-31,8,25
347,1007,Cus1436,Shirt,East,2051-11-30,12,40
348,1008,Cus1226,Shoes,West,2051-12-31,4,15
349,1009,Cus1361,Hat,North,2052-01-31,7,10
350,1010,Cus1487,Socks,South,2052-02-29,9,30
351,1011,Cus1487,Jacket,East,2052-03-31,6,35
352,1012,Cus1188,Gloves,West,2052-04-30,5,20
353,1013,Cus1245,Shirt,North,2052-05-31,8,50
354,1014,Cus1436,Shoes,South,2052-06-30,10,60
355,1015,Cus1211,Hat,East,2052-07-31,11,10
356,1016,Cus1164,Socks,West,2052-08-31,4,20
357,1017,Cus1098,Jacket,North,2052-09-30,3,30
358,1018,Cus1500,Gloves,South,2052-10-31,12,25
359,1019,Cus1409,Shoes,East,2052-11-30,5,15
360,1020,Cus1277,Hat,West,2052-12-31,7,50
361,1001,Cus1255,Shirt,North,2053-01-31,5,20
362,1002,Cus1436,Shoes,South,2053-02-28,10,50
363,1003,Cus1126,Hat,East,2053-03-31,7,15
364,1004,Cus1481,Socks,West,2053-04-30,3,5
365,1005,Cus1020,Jacket,North,2053-05-31,2,60
366,1006,Cus1224,Gloves,South,2053-06-30,8,25
367,1007,Cus1159,Shirt,East,2053-07-31,12,40
368,1008,Cus1216,Shoes,West,2053-08-31,4,15
369,1009,Cus1409,Hat,North,2053-09-30,7,10
370,1010,Cus1155,Socks,South,2053-10-31,9,30
371,1011,Cus1275,Jacket,East,2053-11-30,6,35
372,1012,Cus1137,Gloves,West,2053-12-31,5,20
373,1013,Cus1062,Shirt,North,2054-01-31,8,50
374,1014,Cus1126,Shoes,South,2054-02-28,10,60
375,1015,Cus1477,Hat,East,2054-03-31,11,10
376,1016,Cus1361,Socks,West,2054-04-30,4,20
377,1017,Cus1492,Jacket,North,2054-05-31,3,30
378,1018,Cus1171,Gloves,South,2054-06-30,12,25
379,1019,Cus1114,Shoes,East,2054-07-31,5,15
380,1020,Cus1492,Hat,West,2054-08-31,7,50
381,1001,Cus1165,Shirt,North,2054-09-30,5,20
382,1002,Cus1122,Shoes,South,2054-10-31,10,50
383,1003,Cus1067,Hat,East,2054-11-30,7,15
384,1004,Cus1267,Socks,West,2054-12-31,3,5
385,1005,Cus1322,Jacket,North,2055-01-31,2,60
386,1006,Cus1002,Gloves,South,2055-02-28,8,25
387,1007,Cus1117,Shirt,East,2055-03-31,12,40
388,1008,Cus1197,Shoes,West,2055-04-30,4,15
389,1009,Cus1190,Hat,North,2055-05-31,7,10
390,1010,Cus1302,Socks,South,2055-06-30,9,30
391,1011,Cus1174,Jacket,East,2055-07-31,6,35
392,1012,Cus1400,Gloves,West,2055-08-31,5,20
393,1013,Cus1336,Shirt,North,2055-09-30,8,50
394,1014,Cus1245,Shoes,South,2055-10-31,10,60
395,1015,Cus1221,Hat,East,2055-11-30,11,10
396,1016,Cus1117,Socks,West,2055-12-31,4,20
397,1017,Cus1334,Jacket,North,2056-01-31,3,30
398,1018,Cus1108,Gloves,South,2056-02-29,12,25
399,1019,Cus1291,Shoes,East,2056-03-31,5,15
400,1020,Cus1446,Hat,West,2056-04-30,7,50
401,1001,Cus1292,Shirt,North,2056-05-31,5,20
402,1002,Cus1300,Shoes,South,2056-06-30,10,50
403,1003,Cus1154,Hat,East,2056-07-31,7,15
404,1004,Cus1213,Socks,West,2056-08-31,3,5
405,1005,Cus1074,Jacket,North,2056-09-30,2,60
406,1006,Cus1376,Gloves,South,2056-10-31,8,25
407,1007,Cus1327,Shirt,East,2056-11-30,12,40
408,1008,Cus1103,Shoes,West,2056-12-31,4,15
409,1009,Cus1476,Hat,North,2057-01-31,7,10
410,1010,Cus1395,Socks,South,2057-02-28,9,30
411,1011,Cus1282,Jacket,East,2057-03-31,6,35
412,1012,Cus1470,Gloves,West,2057-04-30,5,20
413,1013,Cus1249,Shirt,North,2057-05-31,8,50
414,1014,Cus1064,Shoes,South,2057-06-30,10,60
415,1015,Cus1321,Hat,East,2057-07-31,11,10
416,1016,Cus1031,Socks,West,2057-08-31,4,20
417,1017,Cus1213,Jacket,North,2057-09-30,3,30
418,1018,Cus1406,Gloves,South,2057-10-31,12,25
419,1019,Cus1026,Shoes,East,2057-11-30,5,15
420,1020,Cus1436,Hat,West,2057-12-31,7,50
421,1001,Cus1021,Shirt,North,2058-01-31,5,20
422,1002,Cus1219,Shoes,South,2058-02-28,10,50
423,1003,Cus1499,Hat,East,2058-03-31,7,15
424,1004,Cus1486,Socks,West,2058-04-30,3,5
425,1005,Cus1457,Jacket,North,2058-05-31,2,60
426,1006,Cus1032,Gloves,South,2058-06-30,8,25
427,1007,Cus1169,Shirt,East,2058-07-31,12,40
428,1008,Cus1018,Shoes,West,2058-08-31,4,15
429,1009,Cus1159,Hat,North,2058-09-30,7,10
430,1010,Cus1190,Socks,South,2058-10-31,9,30
431,1011,Cus1375,Jacket,East,2058-11-30,6,35
432,1012,Cus1227,Gloves,West,2058-12-31,5,20
433,1013,Cus1041,Shirt,North,2059-01-31,8,50
434,1014,Cus1443,Shoes,South,2059-02-28,10,60
435,1015,Cus1216,Hat,East,2059-03-31,11,10
436,1016,Cus1081,Socks,West,2059-04-30,4,20
437,1017,Cus1160,Jacket,North,2059-05-31,3,30
438,1018,Cus1261,Gloves,South,2059-06-30,12,25
439,1019,Cus1133,Shoes,East,2059-07-31,5,15
440,1020,Cus1484,Hat,West,2059-08-31,7,50
441,1001,Cus1258,Shirt,North,2059-09-30,5,20
442,1002,Cus1428,Shoes,South,2059-10-31,10,50
443,1003,Cus1256,Hat,East,2059-11-30,7,15
444,1004,Cus1207,Socks,West,2059-12-31,3,5
445,1005,Cus1498,Jacket,North,2060-01-31,2,60
446,1006,Cus1042,Gloves,South,2060-02-29,8,25
447,1007,Cus1195,Shirt,East,2060-03-31,12,40
448,1008,Cus1321,Shoes,West,2060-04-30,4,15
449,1009,Cus1009,Hat,North,2060-05-31,7,10
450,1010,Cus1085,Socks,South,2060-06-30,9,30
451,1011,Cus1371,Jacket,East,2060-07-31,6,35
452,1012,Cus1197,Gloves,West,2060-08-31,5,20
453,1013,Cus1089,Shirt,North,2060-09-30,8,50
454,1014,Cus1141,Shoes,South,2060-10-31,10,60
455,1015,Cus1286,Hat,East,2060-11-30,11,10
456,1016,Cus1449,Socks,West,2060-12-31,4,20
457,1017,Cus1235,Jacket,North,2061-01-31,3,30
458,1018,Cus1047,Gloves,South,2061-02-28,12,25
459,1019,Cus1253,Shoes,East,2061-03-31,5,15
460,1020,Cus1288,Hat,West,2061-04-30,7,50
461,1001,Cus1156,Shirt,North,2061-05-31,5,20
462,1002,Cus1442,Shoes,South,2061-06-30,10,50
463,1003,Cus1496,Hat,East,2061-07-31,7,15
464,1004,Cus1007,Socks,West,2061-08-31,3,5
465,1005,Cus1095,Jacket,North,2061-09-30,2,60
466,1006,Cus1338,Gloves,South,2061-10-31,8,25
467,1007,Cus1368,Shirt,East,2061-11-30,12,40
468,1008,Cus1318,Shoes,West,2061-12-31,4,15
469,1009,Cus1486,Hat,North,2062-01-31,7,10
470,1010,Cus1141,Socks,South,2062-02-28,9,30
471,1011,Cus1182,Jacket,East,2062-03-31,6,35
472,1012,Cus1086,Gloves,West,2062-04-30,5,20
473,1013,Cus1333,Shirt,North,2062-05-31,8,50
474,1014,Cus1333,Shoes,South,2062-06-30,10,60
475,1015,Cus1332,Hat,East,2062-07-31,11,10
476,1016,Cus1497,Socks,West,2062-08-31,4,20
477,1017,Cus1129,Jacket,North,2062-09-30,3,30
478,1018,Cus1033,Gloves,South,2062-10-31,12,25
479,1019,Cus1445,Shoes,East,2062-11-30,5,15
480,1020,Cus1325,Hat,West,2062-12-31,7,50
481,1001,Cus1088,Shirt,North,2063-01-31,5,20
482,1002,Cus1176,Shoes,South,2063-02-28,10,50
483,1003,Cus1380,Hat,East,2063-03-31,7,15
484,1004,Cus1277,Socks,West,2063-04-30,3,5
485,1005,Cus1498,Jacket,North,2063-05-31,2,60
486,1006,Cus1215,Gloves,South,2063-06-30,8,25
